0xd70df2710080126d4c0bf49e66463ce59256b6746c80b50caa6358b8354ae569,0x0000000000000000000000000000000000000000000000000000000000000003,0x0000000000000000000000000000000000000000000000008ac7230489e80000
0xd70df2710080126d4c0bf49e66463ce59256b6746c80b50caa6358b8354ae569,0x0000000000000000000000000000000000000000000000000000000000000004,0x0000000000000000000000000000000000000000033b2e3c15095d385e180000
0xd70df2710080126d4c0bf49e66463ce59256b6746c80b50caa6358b8354ae569,0xeee38600820a8461643d79c7b97140e187b5188a5a546483066d3025b9c5eafb,0x0000000000000000000000000000000000000000000000008ac7230489e80000
0x5f11ba3da2c4c4ed6b96c9506aba3415c6bf68c24982b1ed0589eeced56c1cff,0xd324e0b0d2a2ec597ebfcadd8e6a19e10b2a87412075e9bd7c8e99d69c73e351,0x0000000000000000000000000000000000000000000000004563918244f40000
0x5f11ba3da2c4c4ed6b96c9506aba3415c6bf68c24982b1ed0589eeced56c1cff,0xeee38600820a8461643d79c7b97140e187b5188a5a546483066d3025b9c5eafb,0x0000000000000000000000000000000000000000000000004563918244f40000
0xbb2ae74aefed89e66b542e244c2c2ed8417a7a9d2b398dbfc4584f8bf4f0a455,0x0000000000000000000000000000000000000000000000000000000000000003,0x00000000000000000000000000000000000000000000021ea4a7ecbf3c280000
0xbb2ae74aefed89e66b542e244c2c2ed8417a7a9d2b398dbfc4584f8bf4f0a455,0x0000000000000000000000000000000000000000000000000000000000000004,0x0000000000000000000000000000000000000000033b2c1dfb28937dabd80000
0xbb2ae74aefed89e66b542e244c2c2ed8417a7a9d2b398dbfc4584f8bf4f0a455,0xeee38600820a8461643d79c7b97140e187b5188a5a546483066d3025b9c5eafb,0x00000000000000000000000000000000000000000000021e5f445b3cf7340000
0x57dafe7c5cd05349497b9fa61bcf819e8bd314aa8e761199bea5f3609c4e4d72,0x0000000000000000000000000000000000000000000000000000000000000003,0x000000000000000000000000000000000000000000000cb5260bdd64b7680000
0x57dafe7c5cd05349497b9fa61bcf819e8bd314aa8e761199bea5f3609c4e4d72,0x0000000000000000000000000000000000000000000000000000000000000004,0x0000000000000000000000000000000000000000033b218779c4a2d830980000
0x57dafe7c5cd05349497b9fa61bcf819e8bd314aa8e761199bea5f3609c4e4d72,0x838224a830c1998bf299e4a00faf4f4f3033128f0ffd5471216f9765de011a3a,0x000000000000000000000000000000000000000000000a968163f0a57b400000
0x304638ae813e0c64d0fd498fc6e729b0567399d9ffbc36954614b620185e2cd0,0x355f6d8844e494213f484936fb9b11fe69308a73583a7221539a2621b30c351e,0x0000000000000000000000000000000000000000000000004563918244f40000
0x304638ae813e0c64d0fd498fc6e729b0567399d9ffbc36954614b620185e2cd0,0x838224a830c1998bf299e4a00faf4f4f3033128f0ffd5471216f9765de011a3a,0x000000000000000000000000000000000000000000000a963c005f23364c0000
0x966824b6ec816b898e3668980f0699ee611cda5b701d3c85049bbefca7c88306,0x74f073cf6d9769fb7d5bd78b1a7ff4ec5c37604fa67302b0049915bc6fe375a9,0x0000000000000000000000000000000000000000000000008ac7230489e80000
0x966824b6ec816b898e3668980f0699ee611cda5b701d3c85049bbefca7c88306,0x838224a830c1998bf299e4a00faf4f4f3033128f0ffd5471216f9765de011a3a,0x000000000000000000000000000000000000000000000a95b1393c1eac640000
0x859107085423b3c398099143aaa3ba834e2f492085c8f2caa158b6ecb8fbdac6,0x652171970f8094c609b21ef6c90f7ab0758e0836f6abaf1eb0a3630c2ca521ca,0x0000000000000000000000000000000000000000000000004563918244f40000
0x859107085423b3c398099143aaa3ba834e2f492085c8f2caa158b6ecb8fbdac6,0x74f073cf6d9769fb7d5bd78b1a7ff4ec5c37604fa67302b0049915bc6fe375a9,0x0000000000000000000000000000000000000000000000004563918244f40000
0xb2ecf70aedb75e8bab41664b79cea9be4a76313b54615503197c35f4926c7057,0x355f6d8844e494213f484936fb9b11fe69308a73583a7221539a2621b30c351e,0x0000000000000000000000000000000000000000000000000000000000000000
0xb2ecf70aedb75e8bab41664b79cea9be4a76313b54615503197c35f4926c7057,0x838224a830c1998bf299e4a00faf4f4f3033128f0ffd5471216f9765de011a3a,0x000000000000000000000000000000000000000000000a95f69ccda0f1580000
0x65ccbda02da19aa34463a1fae99eba2820b823e46a5a2d904c2a63288e48e55f,0x74f073cf6d9769fb7d5bd78b1a7ff4ec5c37604fa67302b0049915bc6fe375a9,0x0000000000000000000000000000000000000000000000000000000000000000
0x65ccbda02da19aa34463a1fae99eba2820b823e46a5a2d904c2a63288e48e55f,0x838224a830c1998bf299e4a00faf4f4f3033128f0ffd5471216f9765de011a3a,0x000000000000000000000000000000000000000000000a963c005f23364c0000
0x5cd6fb41ac6cead4bc87ab6e15efbae4c891a713ba6d7da5ae76cb4538f6d0de,0x37ff38064c33f5af5e0c903a09489af3ed553b50fe60b201f562a3a87dda3481,0x000000000000000000000000000000000000000000000a963c005f23364c0000
0x5cd6fb41ac6cead4bc87ab6e15efbae4c891a713ba6d7da5ae76cb4538f6d0de,0x838224a830c1998bf299e4a00faf4f4f3033128f0ffd5471216f9765de011a3a,0x0000000000000000000000000000000000000000000000000000000000000000
